指標名稱,年度季別,分區業務組,縣市別,醫事機構代碼,醫事機構名稱,院所指標值,所屬分區業務組指標值,全國指標值
就診後同日於同醫院因同疾病再次就診率,104Q4,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0079,0.01050,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0092,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0092,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q2,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0082,0.01070,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0071,0.01070,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0085,0.01020,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q4,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0093,0.01000,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q2,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0096,0.01080,0.00970
就診後同日於同醫院因同疾病再次就診率,101Q3,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0069,0.00990,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q1,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0071,0.01040,0.00930
就診後同日於同醫院因同疾病再次就診率,101Q1,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0064,0.00930,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0045,0.00970,0.00920
就診後同日於同醫院因同疾病再次就診率,103Q4,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0079,0.01040,0.00940
就診後同日於同醫院因同疾病再次就診率,100Q4,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0063,0.00930,0.00880
就診後同日於同醫院因同疾病再次就診率,100Q3,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0058,0.00970,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q3,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0034,0.01070,0.00970
就診後同日於同醫院因同疾病再次就診率,103Q2,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0058,0.01070,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q2,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0049,0.00940,0.00870
就診後同日於同醫院因同疾病再次就診率,106Q2,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0065,0.01070,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q3,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0065,0.01060,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,中區業務組,彰化縣大村鄉,1537150512,員林郭醫院大村分院,0.0076,0.01060,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q1,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0049,0.01060,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q3,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0036,0.01060,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q2,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0035,0.01070,0.00950
就診後同日於同醫院因同疾病再次就診率,103Q1,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0037,0.01030,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q1,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0030,0.00900,0.00820
就診後同日於同醫院因同疾病再次就診率,103Q2,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0058,0.01070,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q2,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0040,0.00940,0.00870
就診後同日於同醫院因同疾病再次就診率,100Q3,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0052,0.00970,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q3,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0035,0.01070,0.00970
就診後同日於同醫院因同疾病再次就診率,105Q4,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0058,0.01030,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0036,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0036,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0046,0.01020,0.00880
就診後同日於同醫院因同疾病再次就診率,102Q4,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0041,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q2,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0052,0.01060,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0064,0.01050,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0025,0.01040,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0054,0.01020,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0048,0.01080,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q2,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0034,0.01070,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0033,0.01070,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0038,0.01050,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q4,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0032,0.00930,0.00880
就診後同日於同醫院因同疾病再次就診率,101Q1,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0036,0.00930,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0036,0.00970,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0042,0.00990,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q4,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0049,0.01000,0.00930
就診後同日於同醫院因同疾病再次就診率,103Q4,中區業務組,南投縣草屯鎮,1538030037,曾漢棋綜合醫院,0.0053,0.01040,0.00940
就診後同日於同醫院因同疾病再次就診率,103Q1,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0043,0.01030,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q1,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0057,0.00900,0.00820
就診後同日於同醫院因同疾病再次就診率,103Q2,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0044,0.01070,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q2,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0050,0.00940,0.00870
就診後同日於同醫院因同疾病再次就診率,100Q3,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0054,0.00970,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q3,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0049,0.01070,0.00970
就診後同日於同醫院因同疾病再次就診率,105Q4,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0054,0.01030,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0054,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0054,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0049,0.01020,0.00880
就診後同日於同醫院因同疾病再次就診率,102Q4,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0045,0.01060,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q2,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0052,0.01060,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0051,0.01050,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0047,0.01040,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0047,0.01020,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0046,0.01080,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q2,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0046,0.01070,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0052,0.01070,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0046,0.01050,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q4,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0050,0.00930,0.00880
就診後同日於同醫院因同疾病再次就診率,101Q1,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0041,0.00930,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0040,0.00970,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0046,0.00990,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q4,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0050,0.01000,0.00930
就診後同日於同醫院因同疾病再次就診率,103Q4,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0044,0.01040,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q2,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0059,0.01070,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q3,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0057,0.01060,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,中區業務組,南投縣竹山鎮,1538041101,竹山秀傳醫院,0.0049,0.01060,0.00940
就診後同日於同醫院因同疾病再次就診率,105Q2,中區業務組,南投縣竹山鎮,1538041165,東華醫院,0.0011,0.01060,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,中區業務組,南投縣竹山鎮,1538041165,東華醫院,0.0018,0.01050,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q4,中區業務組,南投縣竹山鎮,1538041165,東華醫院,0.0004,0.01030,0.00930
就診後同日於同醫院因同疾病再次就診率,106Q1,中區業務組,南投縣竹山鎮,1538041165,東華醫院,0.0038,0.01060,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q3,中區業務組,南投縣竹山鎮,1538041165,東華醫院,0.0004,0.01060,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q2,中區業務組,南投縣竹山鎮,1538041165,東華醫院,0.0042,0.01070,0.00950
就診後同日於同醫院因同疾病再次就診率,100Q1,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0027,0.00800,0.00820
就診後同日於同醫院因同疾病再次就診率,103Q1,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0006,0.00930,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q2,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0008,0.00880,0.00870
就診後同日於同醫院因同疾病再次就診率,103Q2,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0005,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q3,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0012,0.00880,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q3,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0008,0.01010,0.00970
就診後同日於同醫院因同疾病再次就診率,105Q4,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0007,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0012,0.01000,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0012,0.01000,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0002,0.00900,0.00880
就診後同日於同醫院因同疾病再次就診率,102Q4,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0010,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q2,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0004,0.00980,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0004,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0010,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0006,0.00940,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0003,0.01030,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q2,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0006,0.01000,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0005,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0002,0.00910,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q4,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0005,0.00910,0.00880
就診後同日於同醫院因同疾病再次就診率,101Q1,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0004,0.00890,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0008,0.00930,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0006,0.00940,0.00920
就診後同日於同醫院因同疾病再次就診率,103Q4,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0003,0.00980,0.00940
就診後同日於同醫院因同疾病再次就診率,101Q4,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0006,0.00940,0.00930
就診後同日於同醫院因同疾病再次就診率,106Q2,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0003,0.00980,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q3,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0005,0.00980,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,南區業務組,雲林縣斗六市,1539010048,洪揚醫院,0.0002,0.00950,0.00940
就診後同日於同醫院因同疾病再次就診率,100Q1,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0004,0.00800,0.00820
就診後同日於同醫院因同疾病再次就診率,103Q1,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0028,0.00930,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q2,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0003,0.00880,0.00870
就診後同日於同醫院因同疾病再次就診率,103Q2,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0004,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q3,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0000,0.00880,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q3,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0012,0.01010,0.00970
就診後同日於同醫院因同疾病再次就診率,105Q4,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0004,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0027,0.01000,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0027,0.01000,0.00960
就診後同日於同醫院因同疾病再次就診率,106Q1,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0010,0.00950,0.00940
就診後同日於同醫院因同疾病再次就診率,106Q3,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0000,0.00980,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q2,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0013,0.00980,0.00950
就診後同日於同醫院因同疾病再次就診率,105Q1,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0009,0.00900,0.00880
就診後同日於同醫院因同疾病再次就診率,102Q4,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0030,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q2,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0000,0.00980,0.00930
就診後同日於同醫院因同疾病再次就診率,105Q3,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0000,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0021,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0008,0.00940,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0026,0.01030,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q2,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0011,0.01000,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0016,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0004,0.00910,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q4,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0000,0.00910,0.00880
就診後同日於同醫院因同疾病再次就診率,101Q1,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0012,0.00890,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0004,0.00930,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0000,0.00940,0.00920
就診後同日於同醫院因同疾病再次就診率,103Q4,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0032,0.00980,0.00940
就診後同日於同醫院因同疾病再次就診率,101Q4,南區業務組,雲林縣斗六市,1539010057,安生醫院,0.0000,0.00940,0.00930
就診後同日於同醫院因同疾病再次就診率,103Q1,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00930,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q1,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0011,0.00800,0.00820
就診後同日於同醫院因同疾病再次就診率,103Q2,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,100Q2,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0023,0.00880,0.00870
就診後同日於同醫院因同疾病再次就診率,100Q3,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0015,0.00880,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q3,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.01010,0.00970
就診後同日於同醫院因同疾病再次就診率,105Q4,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.01000,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.01000,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00900,0.00880
就診後同日於同醫院因同疾病再次就診率,105Q2,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00980,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q4,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q3,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00940,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.01030,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q2,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.01000,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00910,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q4,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0011,0.00910,0.00880
就診後同日於同醫院因同疾病再次就診率,101Q1,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0012,0.00890,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0015,0.00930,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0022,0.00940,0.00920
就診後同日於同醫院因同疾病再次就診率,103Q4,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00980,0.00940
就診後同日於同醫院因同疾病再次就診率,101Q4,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0008,0.00940,0.00930
就診後同日於同醫院因同疾病再次就診率,106Q2,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00980,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q3,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00980,0.00950
就診後同日於同醫院因同疾病再次就診率,106Q1,南區業務組,雲林縣北港鎮,1539060011,全生醫院,0.0000,0.00950,0.00940
就診後同日於同醫院因同疾病再次就診率,100Q3,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00880,0.00880
就診後同日於同醫院因同疾病再次就診率,103Q3,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.01010,0.00970
就診後同日於同醫院因同疾病再次就診率,105Q4,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q3,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.01000,0.00960
就診後同日於同醫院因同疾病再次就診率,102Q3,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.01000,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q1,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00900,0.00880
就診後同日於同醫院因同疾病再次就診率,105Q2,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00980,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q4,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,105Q3,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q1,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00990,0.00930
就診後同日於同醫院因同疾病再次就診率,102Q1,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00940,0.00920
就診後同日於同醫院因同疾病再次就診率,104Q2,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.01030,0.00970
就診後同日於同醫院因同疾病再次就診率,102Q2,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.01000,0.00950
就診後同日於同醫院因同疾病再次就診率,104Q3,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00970,0.00930
就診後同日於同醫院因同疾病再次就診率,104Q4,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00910,0.00930
就診後同日於同醫院因同疾病再次就診率,100Q4,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00910,0.00880
就診後同日於同醫院因同疾病再次就診率,101Q1,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00890,0.00870
就診後同日於同醫院因同疾病再次就診率,101Q2,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00930,0.00920
就診後同日於同醫院因同疾病再次就診率,101Q3,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00940,0.00920
就診後同日於同醫院因同疾病再次就診率,103Q4,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00980,0.00940
就診後同日於同醫院因同疾病再次就診率,101Q4,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00940,0.00930
就診後同日於同醫院因同疾病再次就診率,103Q1,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00930,0.00920
就診後同日於同醫院因同疾病再次就診率,100Q1,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00800,0.00820
就診後同日於同醫院因同疾病再次就診率,100Q2,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00880,0.00870
就診後同日於同醫院因同疾病再次就診率,103Q2,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00990,0.00960
就診後同日於同醫院因同疾病再次就診率,106Q1,南區業務組,臺南市(原縣)新營區,1541011162,信一骨科醫院,0.0000,0.00950,0.00940
